wikidata_uri,codistat,lat,lon
http://www.wikidata.org/entity/Q10344,001294,45.15,8.1
http://www.wikidata.org/entity/Q10346,001295,45.383333333,7.95
http://www.wikidata.org/entity/Q10347,001296,45.383333333,7.816666666
http://www.wikidata.org/entity/Q10349,001298,45.433333333,7.75
http://www.wikidata.org/entity/Q10350,001299,44.85,7.5
http://www.wikidata.org/entity/Q10351,001300,44.783333333,7.5
http://www.wikidata.org/entity/Q10352,001301,45.2351822,7.5475211
http://www.wikidata.org/entity/Q10358,001302,45.05,7.466666666
http://www.wikidata.org/entity/Q10354,001303,45.116666666,7.383333333
http://www.wikidata.org/entity/Q10359,001304,45.3099,7.9767
http://www.wikidata.org/entity/Q10355,001305,45.116666666,7.233333333
http://www.wikidata.org/entity/Q10356,001306,44.8,7.166666666
http://www.wikidata.org/entity/Q10357,001307,44.916666666,7.25
http://www.wikidata.org/entity/Q10360,001308,44.916666666,7.75
http://www.wikidata.org/entity/Q10361,001309,44.95,7.633333333
http://www.wikidata.org/entity/Q10362,001310,44.866666666,7.566666666
http://www.wikidata.org/entity/Q10364,001311,45.333333333,7.95
http://www.wikidata.org/entity/Q10366,001312,45.433333333,7.766666666
http://www.wikidata.org/entity/Q10369,001313,45.238333333,7.375555555
http://www.wikidata.org/entity/Q10370,001314,45.2,7.783333333
http://www.wikidata.org/entity/Q10373,001315,44.95,7.5
http://www.wikidata.org/entity/Q2655357,001316,45.148333333,7.707777777
http://www.wikidata.org/entity/Q59770834,001318,45.52018,7.73077
http://www.wikidata.org/entity/Q24848,002002,45.853888888,7.937222222
http://www.wikidata.org/entity/Q24850,002003,45.433333333,8.383333333
http://www.wikidata.org/entity/Q24852,002004,45.366666666,8.083333333
http://www.wikidata.org/entity/Q24854,002006,45.5,8.383333333
http://www.wikidata.org/entity/Q24858,002007,45.266666666,8.416666666
http://www.wikidata.org/entity/Q24859,002008,45.816666666,8.133333333
http://www.wikidata.org/entity/Q24868,002009,45.45,8.283333333
http://www.wikidata.org/entity/Q24873,002011,45.3,8.116666666
http://www.wikidata.org/entity/Q24877,002014,45.83,8.113333333
http://www.wikidata.org/entity/Q24896,002015,45.35,8.05
http://www.wikidata.org/entity/Q24901,002016,45.716944444,8.276388888
http://www.wikidata.org/entity/Q24883,002017,45.366666666,8.466666666
http://www.wikidata.org/entity/Q24912,002021,45.483333333,8.266666666
http://www.wikidata.org/entity/Q24918,002025,45.8,8.033333333
http://www.wikidata.org/entity/Q24924,002029,45.9,8.05
http://www.wikidata.org/entity/Q24937,002030,45.216666666,8.5
http://www.wikidata.org/entity/Q24963,002031,45.35,8.383333333
http://www.wikidata.org/entity/Q24967,002032,45.416666666,8.2
http://www.wikidata.org/entity/Q24973,002033,45.4,8.3
http://www.wikidata.org/entity/Q25205,002035,45.5,8.333333333
http://www.wikidata.org/entity/Q24986,002041,45.8727478,8.14358765
http://www.wikidata.org/entity/Q24991,002042,45.308356,8.021025
http://www.wikidata.org/entity/Q24997,002043,45.8126025,8.3038469
http://www.wikidata.org/entity/Q25009,002045,45.4,8.35
http://www.wikidata.org/entity/Q25025,002047,45.233333333,8.366666666
http://www.wikidata.org/entity/Q25031,002048,45.85,8.2
http://www.wikidata.org/entity/Q25036,002049,45.20567575,8.1098647
http://www.wikidata.org/entity/Q25045,002052,45.330659,8.210828
http://www.wikidata.org/entity/Q25050,002054,45.266666666,8.35
http://www.wikidata.org/entity/Q25056,002057,45.889861111,8.158361111
http://www.wikidata.org/entity/Q25066,002058,45.2,8.183333333
http://www.wikidata.org/entity/Q25071,002059,45.433333333,8.283333333
http://www.wikidata.org/entity/Q25076,002061,45.616666666,8.366666666
http://www.wikidata.org/entity/Q25084,002062,45.5265652,8.3744618
http://www.wikidata.org/entity/Q25124,002065,45.45,8.383333333
http://www.wikidata.org/entity/Q25126,002066,45.7,8.25
http://www.wikidata.org/entity/Q25127,002067,45.233333333,8.1
http://www.wikidata.org/entity/Q25131,002068,45.55,8.383333333
http://www.wikidata.org/entity/Q25133,002070,45.283333333,8.35
http://www.wikidata.org/entity/Q25136,002071,45.283333333,8.083333333
http://www.wikidata.org/entity/Q25137,002072,45.633333333,8.316666666
http://www.wikidata.org/entity/Q25142,002078,45.816666666,8.033333333
http://www.wikidata.org/entity/Q25145,002079,45.316666666,7.983333333
http://www.wikidata.org/entity/Q25155,002082,45.1933428,8.5209342
http://www.wikidata.org/entity/Q25160,002088,45.366666666,8.316666666
http://www.wikidata.org/entity/Q25165,002089,45.4,8.383333333
http://www.wikidata.org/entity/Q25166,002090,45.183333333,8.233333333
http://www.wikidata.org/entity/Q25170,002091,45.233333333,8.416666666
http://www.wikidata.org/entity/Q25171,002093,45.2619592,8.4822794
http://www.wikidata.org/entity/Q25172,002096,45.77015,8.08097
http://www.wikidata.org/entity/Q25174,002097,45.766666666,8.05
http://www.wikidata.org/entity/Q25175,002102,45.716666666,8.233333333
http://www.wikidata.org/entity/Q25176,002104,45.2822927,8.4781176
http://www.wikidata.org/entity/Q25179,002107,45.757869,8.265721
http://www.wikidata.org/entity/Q25181,002108,45.383333333,8.366666666
http://www.wikidata.org/entity/Q25183,002110,45.766666666,8.016666666
http://www.wikidata.org/entity/Q25187,002113,45.9,8.183333333
http://www.wikidata.org/entity/Q25192,002115,45.216666666,8.416666666
http://www.wikidata.org/entity/Q25193,002116,45.59753285,8.2902082
http://www.wikidata.org/entity/Q25194,002118,45.25,8.283333333
http://www.wikidata.org/entity/Q25195,002121,45.85464855,8.12165355
http://www.wikidata.org/entity/Q25196,002122,45.533333333,8.316666666
http://www.wikidata.org/entity/Q25199,002126,45.3173563,8.2856321
http://www.wikidata.org/entity/Q25202,002127,45.30680575,8.3146506
http://www.wikidata.org/entity/Q25203,002128,45.233333333,8.016666666
http://www.wikidata.org/entity/Q25204,002131,45.35,8.25
http://www.wikidata.org/entity/Q25206,002133,45.366666666,8.166666666
http://www.wikidata.org/entity/Q25208,002134,45.791852,8.11299
http://www.wikidata.org/entity/Q25209,002135,45.766666666,8.1
http://www.wikidata.org/entity/Q25210,002137,45.683333333,8.316666666
http://www.wikidata.org/entity/Q25211,002142,45.231111111,8.454722222
http://www.wikidata.org/entity/Q25212,002147,45.233333333,8.333333333
http://www.wikidata.org/entity/Q25213,002148,45.195277777,8.296111111
http://www.wikidata.org/entity/Q25214,002150,45.35,8.166666666
http://www.wikidata.org/entity/Q25215,002152,45.733333333,8.333333333
http://www.wikidata.org/entity/Q25216,002156,45.81383,8.25814
http://www.wikidata.org/entity/Q5990,002158,45.32615,8.42341
http://www.wikidata.org/entity/Q25217,002163,45.433333333,8.333333333
http://www.wikidata.org/entity/Q25218,002164,45.387762,8.432632
http://www.wikidata.org/entity/Q25219,002166,45.833333333,8.2
http://www.wikidata.org/entity/Q47008453,002170,45.88333,8.0
http://www.wikidata.org/entity/Q47008454,002171,45.7571,8.3117
http://www.wikidata.org/entity/Q22030,003001,45.676388888,8.552222222
http://www.wikidata.org/entity/Q22039,003002,45.78333333,8.43333333
http://www.wikidata.org/entity/Q22045,003006,45.816666666,8.45
http://www.wikidata.org/entity/Q22052,003008,45.756944444,8.56
http://www.wikidata.org/entity/Q22056,003012,45.57597,8.51403
http://www.wikidata.org/entity/Q22070,003016,45.55073705,8.6497705
http://www.wikidata.org/entity/Q22075,003018,45.45,8.466666666
http://www.wikidata.org/entity/Q22079,003019,45.683333333,8.416666666
http://www.wikidata.org/entity/Q22088,003021,45.666666666,8.533333333
http://www.wikidata.org/entity/Q22095,003022,45.7649,8.446
http://www.wikidata.org/entity/Q22105,003023,45.316666666,8.7
http://www.wikidata.org/entity/Q22111,003024,45.7,8.466666666
http://www.wikidata.org/entity/Q22098,003025,45.683333333,8.6
http://www.wikidata.org/entity/Q22116,003026,45.733333333,8.45
http://www.wikidata.org/entity/Q22120,003027,45.551944444,8.458611111
http://www.wikidata.org/entity/Q22125,003030,45.516666666,8.583333333
http://www.wikidata.org/entity/Q22129,003032,45.5,8.65
http://www.wikidata.org/entity/Q22135,003036,45.533333333,8.433333333
http://www.wikidata.org/entity/Q22140,003037,45.433333333,8.466666666
http://www.wikidata.org/entity/Q22145,003039,45.483333333,8.5
http://www.wikidata.org/entity/Q22149,003040,45.358362,8.523935
http://www.wikidata.org/entity/Q22155,003041,45.4,8.466666666
http://www.wikidata.org/entity/Q22158,003042,45.516666666,8.5
http://www.wikidata.org/entity/Q22161,003043,45.716666666,8.633333333
http://www.wikidata.org/entity/Q22165,003044,45.6,8.5
http://www.wikidata.org/entity/Q22170,003045,45.616666666,8.483333333
http://www.wikidata.org/entity/Q22173,003047,45.662222222,8.395555555
http://www.wikidata.org/entity/Q22176,003049,45.4,8.783333333
http://www.wikidata.org/entity/Q22182,003051,45.79053,8.49737
http://www.wikidata.org/entity/Q22189,003052,45.716666666,8.566666666
http://www.wikidata.org/entity/Q22191,003055,45.65,8.516666666
http://www.wikidata.org/entity/Q22197,003058,45.66892655,8.4570602
http://www.wikidata.org/entity/Q22203,003060,45.666666666,8.6
http://www.wikidata.org/entity/Q22216,003062,45.733333333,8.566666666
http://www.wikidata.org/entity/Q22226,003065,45.55,8.466666666
http://www.wikidata.org/entity/Q22266,003066,45.65,8.483333333
